movie,director,actor,Duration,fbdirector_likes,fblikes_actor,genre,imdb_score,fblikes_movie,year,imdb_rating,country,year1,gross,budget,Duration.,duration
The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,Robert Pattinson,90-180min,386,21000,Adventure,5.5,65000,2012,6,USA,2012,$ 292M,$ 120M,115,1-2  hrs
Happy Feet 2,George Miller,Robin Williams,90-180min,750,49000,Animation,5.9,0,2011,6,Others,2011,$ 64M,$ 135M,100,1-2  hrs
The Incredible Hulk,Louis Leterrier,Ty Burrell,90-180min,255,3000,Action,6.8,0,2008,7,USA,2008,$ 135M,$ 150M,135,2-3 hrs
The BFG,Steven Spielberg,Mark Rylance,90-180min,14000,535,Adventure,6.8,27000,2016,7,UK,2016,$ 53M,$ 140M,117,1-2  hrs
The Revenant,Alejandro G. Iê±êçrritu,Leonardo DiCaprio,90-180min,0,29000,Adventure,8.1,190000,2015,8,USA,2015,$ 184M,$ 135M,156,2-3 hrs
Turbo,David Soren,Ryan Reynolds,90-180min,13,16000,Adventure,6.5,13000,2013,7,USA,2013,$ 83M,$ 135M,96,1-2  hrs
Rango,Gore Verbinski,Johnny Depp,90-180min,563,40000,Adventure,7.2,26000,2011,7,USA,2011,$ 123M,$ 135M,107,1-2  hrs
Penguins of Madagascar,Eric Darnell,Benedict Cumberbatch,90-180min,35,19000,Adventure,6.7,11000,2014,7,USA,2014,$ 83M,$ 132M,92,1-2  hrs
The Bourne Ultimatum,Paul Greengrass,Matt Damon,90-180min,521,13000,Action,8.1,0,2007,8,USA,2007,$ 227M,$ 110M,115,1-2  hrs
Kung Fu Panda,Mark Osborne,Angelina Jolie Pitt,90-180min,54,11000,Action,7.6,6000,2008,8,USA,2008,$ 215M,$ 130M,92,1-2  hrs
Ant-Man,Peyton Reed,Judy Greer,90-180min,235,2000,Action,7.4,61000,2015,7,USA,2015,$ 180M,$ 130M,117,1-2  hrs
The Hunger Games: Catching Fire,Francis Lawrence,Jennifer Lawrence,90-180min,508,34000,Adventure,7.6,82000,2013,8,USA,2013,$ 425M,$ 130M,146,2-3 hrs
The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,Robert Pattinson,90-180min,386,21000,Adventure,5.5,65000,2012,6,USA,2012,$ 292M,$ 120M,115,1-2  hrs
Home,Tim Johnson,Jim Parsons,90-180min,12,17000,Adventure,6.7,26000,2015,7,USA,2015,$ 177M,$ 135M,94,1-2  hrs
War of the Worlds,Steven Spielberg,Tom Cruise,90-180min,14000,10000,Adventure,6.5,0,2005,7,USA,2005,$ 234M,$ 132M,116,1-2  hrs
Bad Boys II,Michael Bay,Will Smith,90-180min,0,10000,Action,6.6,0,2003,7,USA,2003,$ 138M,$ 130M,147,2-3 hrs
Puss in Boots,Chris Miller,Salma Hayek,90-180min,50,4000,Action,6.7,16000,2011,7,USA,2011,$ 149M,$ 130M,90,1-2  hrs
Salt,Phillip Noyce,Angelina Jolie Pitt,90-180min,176,11000,Action,6.4,23000,2010,6,USA,2010,$ 118M,$ 110M,101,1-2  hrs
Noah,Darren Aronofsky,Anthony Hopkins,90-180min,0,12000,Action,5.8,71000,2014,6,USA,2014,$ 101M,$ 125M,138,2-3 hrs
The Adventures of Tintin,Steven Spielberg,Toby Jones,90-180min,14000,2000,Action,7.4,44000,2011,7,USA,2011,$ 78M,$ 135M,107,1-2  hrs
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarê_n,Daniel Radcliffe,90-180min,0,11000,Adventure,7.8,11000,2004,8,UK,2004,$ 249M,$ 130M,142,2-3 hrs
Australia,Baz Luhrmann,Essie Davis,90-180min,1000,309,Adventure,6.6,0,2008,7,Others,2008,$ 50M,$ 130M,165,2-3 hrs
After Earth,M. Night Shyamalan,Will Smith,90-180min,0,10000,Action,4.9,37000,2013,5,USA,2013,$ 61M,$ 130M,100,1-2  hrs
Dinosaur,Eric Leighton,Alfre Woodard,30-90min,0,1000,Adventure,6.5,0,2000,7,USA,2000,$ 138M,$ 127.5M,82,1-2  hrs
Harry Potter and the Deathly Hallows: Part II,Matt Birch,Rupert Grint,90-180min,0,10000,Action,7.5,40,2011,8,UK,2011,$ 0M,$ 0M,0,<1 hr
Night at the Museum: Secret of the Tomb,Shawn Levy,Robin Williams,90-180min,189,49000,Adventure,6.2,11000,2014,6,USA,2014,$ 114M,$ 127M,98,1-2  hrs
Megamind,Tom McGrath,J.K. Simmons,90-180min,96,24000,Action,7.3,13000,2010,7,USA,2010,$ 148M,$ 130M,95,1-2  hrs
Harry Potter and the Sorcerer's Stone,Chris Columbus,Daniel Radcliffe,90-180min,0,11000,Adventure,7.5,16000,2001,8,UK,2001,$ 318M,$ 125M,159,2-3 hrs
R.I.P.D.,Robert Schwentke,Ryan Reynolds,90-180min,124,16000,Action,5.6,20000,2013,6,USA,2013,$ 34M,$ 130M,96,1-2  hrs
Godzilla Resurgence,Hideaki Anno,Mark Chinnery,90-180min,28,544,Action,8.2,0,2016,8,Others,2016,$ 0M,$ 0M,120,1-2  hrs
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,Johnny Depp,90-180min,563,40000,Action,8.1,10000,2003,8,USA,2003,$ 305M,$ 140M,143,2-3 hrs
Harry Potter and the Deathly Hallows: Part I,Matt Birch,Rupert Grint,90-180min,0,10000,Fantasy,6.4,25,2010,6,UK,2010,$ 0M,$ 0M,0,<1 hr
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,Jennifer Lawrence,90-180min,508,34000,Adventure,6.7,52000,2014,7,USA,2014,$ 337M,$ 125M,123,2-3 hrs
The Da Vinci Code,Ron Howard,Tom Hanks,90-180min,2000,15000,Mystery,6.6,0,2006,7,USA,2006,$ 218M,$ 125M,174,2-3 hrs
Rio 2,Carlos Saldanha,Miguel Ferrer,90-180min,107,688,Adventure,6.4,0,2014,6,USA,2014,$ 132M,$ 103M,101,1-2  hrs
X-Men 2,Bryan Singer,Hugh Jackman,90-180min,0,20000,Action,7.5,0,2003,8,Others,2003,$ 215M,$ 110M,134,2-3 hrs
Fast Five,Justin Lin,Paul Walker,90-180min,681,23000,Action,7.3,54000,2011,7,USA,2011,$ 210M,$ 125M,132,2-3 hrs
Sherlock Holmes: A Game of Shadows,Guy Ritchie,Robert Downey Jr.,90-180min,0,21000,Action,7.5,39000,2011,8,USA,2011,$ 187M,$ 125M,129,2-3 hrs
Clash of the Titans,Louis Leterrier,Liam Neeson,90-180min,255,14000,Action,5.8,15000,2010,6,USA,2010,$ 163M,$ 125M,106,1-2  hrs
Total Recall,Paul Verhoeven,Ronny Cox,90-180min,719,605,Action,7.5,0,1990,8,USA,1990,$ 119M,$ 65M,113,1-2  hrs
The 13th Warrior,John McTiernan,Tony Curran,90-180min,323,845,Action,6.6,0,1999,7,USA,1999,$ 33M,$ 85M,102,1-2  hrs
The Bourne Legacy,Tony Gilroy,Jeremy Renner,90-180min,209,10000,Action,6.7,31000,2012,7,USA,2012,$ 113M,$ 125M,135,2-3 hrs
Batman & Robin,Joel Schumacher,Michael Gough,90-180min,541,920,Action,3.7,0,1997,4,USA,1997,$ 107M,$ 125M,125,2-3 hrs
How the Grinch Stole Christmas,Ron Howard,Clint Howard,90-180min,2000,1000,Comedy,6,0,2000,6,USA,2000,$ 260M,$ 123M,110,1-2  hrs
The Day After Tomorrow,Roland Emmerich,Jake Gyllenhaal,90-180min,776,15000,Action,6.4,19000,2004,6,USA,2004,$ 187M,$ 125M,124,2-3 hrs
Mission: Impossible II,John Woo,Tom Cruise,90-180min,610,10000,Action,6.1,0,2000,6,USA,2000,$ 215M,$ 125M,123,2-3 hrs
The Perfect Storm,Wolfgang Petersen,Karen Allen,90-180min,249,784,Action,6.4,0,2000,6,USA,2000,$ 183M,$ 140M,130,2-3 hrs
Fantastic 4: Rise of the Silver Surfer,Tim Story,Chris Evans,90-180min,167,11000,Action,5.6,0,2007,6,USA,2007,$ 132M,$ 130M,92,1-2  hrs
Life of Pi,Ang Lee,Suraj Sharma,90-180min,0,774,Adventure,8,122000,2012,8,USA,2012,$ 125M,$ 120M,127,2-3 hrs
Ghost Rider,Mark Steven Johnson,Nicolas Cage,90-180min,160,12000,Action,5.2,0,2007,5,USA,2007,$ 116M,$ 110M,123,2-3 hrs
Jason Bourne,Paul Greengrass,Matt Damon,90-180min,521,13000,Action,7.1,31000,2016,7,UK,2016,$ 109M,$ 120M,123,2-3 hrs
Charlie's Angels: Full Throttle,McG,Demi Moore,90-180min,368,2000,Action,4.8,0,2003,5,USA,2003,$ 101M,$ 120M,107,1-2  hrs
Prometheus,Ridley Scott,Michael Fassbender,90-180min,0,13000,Adventure,7,97000,2012,7,USA,2012,$ 126M,$ 130M,124,2-3 hrs
Stuart Little 2,Rob Minkoff,Nathan Lane,30-90min,50,886,Adventure,5.4,459,2002,5,USA,2002,$ 65M,$ 120M,77,1-2  hrs
Elysium,Neill Blomkamp,Matt Damon,90-180min,662,13000,Action,6.6,61000,2013,7,USA,2013,$ 93M,$ 115M,109,1-2  hrs
The Chronicles of Riddick,David Twohy,Vin Diesel,90-180min,123,14000,Action,6.7,0,2004,7,USA,2004,$ 58M,$ 105M,134,2-3 hrs
RoboCop,Josê© Padilha,Gary Oldman,90-180min,294,10000,Action,6.2,60000,2014,6,USA,2014,$ 59M,$ 100M,117,1-2  hrs
Speed Racer,Lana Wachowski,Scott Porter,90-180min,0,690,Action,6.1,0,2008,6,USA,2008,$ 44M,$ 120M,135,2-3 hrs
How Do You Know,James L. Brooks,Shelley Conn,90-180min,274,273,Comedy,5.3,0,2010,5,USA,2010,$ 30M,$ 120M,121,2-3 hrs
Knight and Day,James Mangold,Tom Cruise,90-180min,446,10000,Action,6.3,11000,2010,6,USA,2010,$ 76M,$ 117M,117,1-2  hrs
Oblivion,Joseph Kosinski,Morgan Freeman,90-180min,364,11000,Action,7,71000,2013,7,USA,2013,$ 89M,$ 120M,124,2-3 hrs
Star Wars: Episode III - Revenge of the Sith,George Lucas,Natalie Portman,90-180min,0,20000,Action,7.6,10000,2005,8,USA,2005,$ 380M,$ 113M,140,2-3 hrs
Star Wars: Episode II - Attack of the Clones,George Lucas,Natalie Portman,90-180min,0,20000,Action,6.7,0,2002,7,USA,2002,$ 311M,$ 115M,142,2-3 hrs
"Monsters, Inc.",Pete Docter,Steve Buscemi,90-180min,0,12000,Adventure,8.1,0,2001,8,USA,2001,$ 290M,$ 115M,92,1-2  hrs
The Wolverine,James Mangold,Hugh Jackman,90-180min,446,20000,Action,6.7,68000,2013,7,USA,2013,$ 133M,$ 120M,138,2-3 hrs
Star Wars: Episode I - The Phantom Menace,George Lucas,Natalie Portman,90-180min,0,20000,Action,6.5,13000,1999,7,USA,1999,$ 475M,$ 115M,136,2-3 hrs
The Croods,Kirk De Micco,Ryan Reynolds,90-180min,16,16000,Adventure,7.3,28000,2013,7,USA,2013,$ 187M,$ 135M,98,1-2  hrs
Asterix at the Olympic Games,Frê©dê©ric Forestier,Alain Delon,90-180min,0,936,Adventure,5.1,291,2008,5,Others,2008,$ 0M,$ 78M,116,1-2  hrs
Windtalkers,John Woo,Nicolas Cage,90-180min,610,12000,Action,6,0,2002,6,USA,2002,$ 41M,$ 115M,153,2-3 hrs
The Huntsman: Winter's War,Cedric Nicolas-Troyan,Chris Hemsworth,90-180min,19,26000,Action,6.1,16000,2016,6,USA,2016,$ 48M,$ 115M,120,1-2  hrs
Teenage Mutant Ninja Turtles,Jonathan Liebesman,Noel Fisher,90-180min,473,833,Action,5.9,62000,2014,6,USA,2014,$ 191M,$ 125M,101,1-2  hrs
Gravity,Alfonso Cuarê_n,Phaldut Sharma,90-180min,0,39,Adventure,7.8,147000,2013,8,UK,2013,$ 274M,$ 100M,91,1-2  hrs
Dante's Peak,Roger Donaldson,Jamie Renê©e Smith,90-180min,79,650,Action,5.8,0,1997,6,USA,1997,$ 67M,$ 116M,108,1-2  hrs
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Stephen Amell,90-180min,13,5000,Action,6.3,12000,2016,6,USA,2016,$ 82M,$ 135M,112,1-2  hrs
Fantastic Four,Josh Trank,Tim Blake Nelson,90-180min,128,596,Action,4.3,41000,2015,4,USA,2015,$ 56M,$ 120M,100,1-2  hrs
Night at the Museum,Shawn Levy,Robin Williams,90-180min,189,49000,Action,6.4,3000,2006,6,USA,2006,$ 251M,$ 110M,108,1-2  hrs
San Andreas,Brad Peyton,Dwayne Johnson,90-180min,62,12000,Action,6.1,52000,2015,6,USA,2015,$ 155M,$ 110M,114,1-2  hrs
Tomorrow Never Dies,Roger Spottiswoode,Vincent Schiavelli,90-180min,55,811,Action,6.5,0,1997,7,UK,1997,$ 125M,$ 110M,119,1-2  hrs
The Patriot,Roland Emmerich,Heath Ledger,90-180min,776,13000,Action,7.1,4000,2000,7,USA,2000,$ 113M,$ 110M,142,2-3 hrs
Ocean's Twelve,Steven Soderbergh,Brad Pitt,90-180min,0,11000,Crime,6.4,0,2004,6,USA,2004,$ 126M,$ 110M,125,2-3 hrs
Mr. & Mrs. Smith,Doug Liman,Brad Pitt,90-180min,218,11000,Action,6.5,0,2005,7,USA,2005,$ 186M,$ 120M,126,2-3 hrs
Insurgent,Robert Schwentke,Kate Winslet,90-180min,124,14000,Adventure,6.3,27000,2015,6,USA,2015,$ 130M,$ 110M,119,1-2  hrs
The Aviator,Martin Scorsese,Leonardo DiCaprio,90-180min,17000,29000,Biography,7.5,0,2004,8,USA,2004,$ 103M,$ 110M,170,2-3 hrs
Gulliver's Travels,Rob Letterman,James Corden,30-90min,11,480,Adventure,4.9,0,2010,5,USA,2010,$ 43M,$ 112M,85,1-2  hrs
The Green Hornet,Michel Gondry,Christoph Waltz,90-180min,1000,11000,Action,5.8,14000,2011,6,USA,2011,$ 99M,$ 120M,119,1-2  hrs
300: Rise of an Empire,Noam Murro,Eva Green,90-180min,263,6000,Action,6.2,71000,2014,6,USA,2014,$ 106M,$ 110M,102,1-2  hrs
The Smurfs,Raja Gosnell,Mahadeo Shivraj,90-180min,67,383,Adventure,5.5,31000,2011,6,USA,2011,$ 143M,$ 110M,103,1-2  hrs
Home on the Range,Will Finn,Steve Buscemi,30-90min,6,12000,Animation,5.4,304,2004,5,USA,2004,$ 50M,$ 110M,76,1-2  hrs
Allegiant,Robert Schwentke,Naomi Watts,90-180min,124,6000,Action,5.8,12000,2016,6,USA,2016,$ 66M,$ 110M,120,1-2  hrs
Real Steel,Shawn Levy,Hugh Jackman,90-180min,189,20000,Action,7.1,36000,2011,7,USA,2011,$ 85M,$ 110M,127,2-3 hrs
The Smurfs 2,Raja Gosnell,Jacob Tremblay,90-180min,67,681,Adventure,5.4,0,2013,5,USA,2013,$ 71M,$ 105M,105,1-2  hrs
Speed 2: Cruise Control,Jan de Bont,Jason Patric,90-180min,101,673,Action,3.7,894,1997,4,USA,1997,$ 48M,$ 160M,121,2-3 hrs
Ender's Game,Gavin Hood,Harrison Ford,90-180min,151,11000,Action,6.7,123000,2013,7,USA,2013,$ 62M,$ 110M,114,1-2  hrs
Live Free or Die Hard,Len Wiseman,Bruce Willis,90-180min,235,13000,Action,7.2,0,2007,7,USA,2007,$ 135M,$ 110M,129,2-3 hrs
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Christopher Lee,90-180min,0,16000,Action,8.8,21000,2001,9,Others,2001,$ 314M,$ 93M,171,2-3 hrs
Around the World in 80 Days,Frank Coraci,Jim Broadbent,90-180min,153,1000,Action,5.8,0,2004,6,USA,2004,$ 24M,$ 110M,120,1-2  hrs
Ali,Michael Mann,Will Smith,90-180min,0,10000,Biography,6.8,0,2001,7,USA,2001,$ 58M,$ 107M,165,2-3 hrs
The Cat in the Hat,Bo Welch,Sean Hayes,30-90min,34,760,Adventure,3.8,946,2003,4,USA,2003,$ 100M,$ 109M,82,1-2  hrs
"I, Robot",Alex Proyas,Will Smith,90-180min,295,10000,Action,7.1,0,2004,7,USA,2004,$ 145M,$ 120M,115,1-2  hrs
Kingdom of Heaven,Ridley Scott,Liam Neeson,long,0,14000,Action,7.2,0,2005,7,USA,2005,$ 47M,$ 130M,194,>3 hrs
Stuart Little,Rob Minkoff,Chazz Palminteri,30-90min,50,979,Adventure,5.9,0,1999,6,Others,1999,$ 140M,$ 133M,84,1-2  hrs
The Princess and the Frog,Ron Clements,Oprah Winfrey,90-180min,63,852,Animation,7.1,5000,2009,7,USA,2009,$ 104M,$ 105M,97,1-2  hrs
The Martian,Ridley Scott,Matt Damon,90-180min,0,13000,Adventure,8.1,153000,2015,8,USA,2015,$ 228M,$ 108M,151,2-3 hrs
The Island,Michael Bay,Scarlett Johansson,90-180min,0,19000,Action,6.9,0,2005,7,USA,2005,$ 36M,$ 126M,136,2-3 hrs
Town & Country,Peter Chelsom,Del Zamora,90-180min,23,752,Comedy,4.4,53,2001,4,Others,2001,$ 7M,$ 90M,104,1-2  hrs
Gone in Sixty Seconds,Dominic Sena,Nicolas Cage,90-180min,57,12000,Action,6.5,0,2000,7,USA,2000,$ 102M,$ 90M,127,2-3 hrs
Gladiator,Ridley Scott,Djimon Hounsou,90-180min,0,3000,Action,8.5,21000,2000,9,USA,2000,$ 188M,$ 103M,171,2-3 hrs
Minority Report,Steven Spielberg,Tom Cruise,90-180min,14000,10000,Action,7.7,0,2002,8,USA,2002,$ 132M,$ 102M,145,2-3 hrs
Harry Potter and the Chamber of Secrets,Chris Columbus,Daniel Radcliffe,90-180min,0,11000,Adventure,7.4,0,2002,7,UK,2002,$ 262M,$ 100M,174,2-3 hrs
Casino Royale,Martin Campbell,Eva Green,90-180min,258,6000,Action,8,0,2006,8,UK,2006,$ 167M,$ 150M,144,2-3 hrs
Planet of the Apes,Tim Burton,Cary-Hiroyuki Tagawa,90-180min,13000,1000,Action,5.7,0,2001,6,USA,2001,$ 180M,$ 100M,119,1-2  hrs
Terminator 2: Judgment Day,James Cameron,Joe Morton,90-180min,0,780,Action,8.5,13000,1991,9,USA,1991,$ 205M,$ 102M,153,2-3 hrs
Public Enemies,Michael Mann,Johnny Depp,90-180min,0,40000,Biography,7,0,2009,7,USA,2009,$ 97M,$ 100M,140,2-3 hrs
American Gangster,Ridley Scott,Denzel Washington,90-180min,0,18000,Biography,7.8,0,2007,8,USA,2007,$ 130M,$ 100M,176,2-3 hrs
True Lies,James Cameron,Jamie Lee Curtis,90-180min,0,2000,Action,7.2,0,1994,7,USA,1994,$ 146M,$ 115M,141,2-3 hrs
The Taking of Pelham 1 2 3,Tony Scott,Denzel Washington,90-180min,12000,18000,Action,6.4,0,2009,6,USA,2009,$ 65M,$ 100M,106,1-2  hrs
Little Fockers,Paul Weitz,Robert De Niro,90-180min,80,22000,Comedy,5.5,0,2010,6,USA,2010,$ 148M,$ 100M,98,1-2  hrs
The Other Guys,Adam McKay,Dwayne Johnson,90-180min,285,12000,Action,6.7,16000,2010,7,USA,2010,$ 119M,$ 100M,116,1-2  hrs
Eraser,Chuck Russell,Vanessa Williams,90-180min,55,1000,Action,6.1,0,1996,6,USA,1996,$ 101M,$ 100M,115,1-2  hrs
Django Unchained,Quentin Tarantino,Leonardo DiCaprio,90-180min,16000,29000,Drama,8.5,199000,2012,9,USA,2012,$ 163M,$ 100M,165,2-3 hrs
The Hunchback of Notre Dame,Gary Trousdale,Demi Moore,90-180min,21,2000,Animation,6.9,0,1996,7,USA,1996,$ 100M,$ 100M,91,1-2  hrs
The Emperor's New Groove,Mark Dindal,Eartha Kitt,30-90min,10,558,Adventure,7.3,0,2000,7,USA,2000,$ 89M,$ 100M,78,1-2  hrs
The Expendables 2,Simon West,Jason Statham,90-180min,165,26000,Action,6.7,108000,2012,7,USA,2012,$ 85M,$ 92M,103,1-2  hrs
National Treasure,Jon Turteltaub,Nicolas Cage,90-180min,226,12000,Action,6.9,0,2004,7,USA,2004,$ 173M,$ 100M,131,2-3 hrs
Eragon,Stefen Fangmeier,Djimon Hounsou,90-180min,14,3000,Action,5.1,0,2006,5,USA,2006,$ 75M,$ 100M,104,1-2  hrs
Where the Wild Things Are,Spike Jonze,Catherine O'Hara,90-180min,0,925,Adventure,6.8,11000,2009,7,Others,2009,$ 77M,$ 100M,101,1-2  hrs
Pan,Joe Wright,Hugh Jackman,90-180min,456,20000,Adventure,5.8,24000,2015,6,USA,2015,$ 35M,$ 150M,111,1-2  hrs
Epic,Chris Wedge,Josh Hutcherson,90-180min,77,14000,Adventure,6.7,17000,2013,7,USA,2013,$ 108M,$ 100M,102,1-2  hrs
The Tourist,Florian Henckel von Donnersmarck,Johnny Depp,90-180min,207,40000,Action,6,25000,2010,6,USA,2010,$ 68M,$ 100M,103,1-2  hrs
End of Days,Peter Hyams,CCH Pounder,90-180min,0,1000,Action,5.7,2000,1999,6,USA,1999,$ 67M,$ 83M,121,2-3 hrs
Blood Diamond,Edward Zwick,Leonardo DiCaprio,90-180min,380,29000,Adventure,8,14000,2006,8,Others,2006,$ 57M,$ 100M,143,2-3 hrs
The Wolf of Wall Street,Martin Scorsese,Leonardo DiCaprio,long,17000,29000,Biography,8.2,138000,2013,8,USA,2013,$ 117M,$ 100M,240,>3 hrs
Batman Forever,Joel Schumacher,Michael Gough,90-180min,541,920,Action,5.4,0,1995,5,USA,1995,$ 184M,$ 100M,121,2-3 hrs
Starship Troopers,Paul Verhoeven,Jake Busey,90-180min,719,660,Action,7.2,0,1997,7,USA,1997,$ 55M,$ 105M,129,2-3 hrs
Cloud Atlas,Tom Tykwer,Tom Hanks,90-180min,670,15000,Drama,7.5,124000,2012,8,Others,2012,$ 27M,$ 102M,172,2-3 hrs
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Abbie Cornish,90-180min,0,2000,Action,7,16000,2010,7,USA,2010,$ 56M,$ 80M,101,1-2  hrs
Catwoman,Pitof,Frances Conroy,30-90min,26,827,Action,3.3,0,2004,3,USA,2004,$ 40M,$ 100M,87,1-2  hrs
Hercules,Brett Ratner,Dwayne Johnson,90-180min,420,12000,Action,6,21000,2014,6,USA,2014,$ 73M,$ 100M,101,1-2  hrs
Treasure Planet,Ron Clements,Joseph Gordon-Levitt,90-180min,63,23000,Adventure,7.1,0,2002,7,USA,2002,$ 38M,$ 140M,95,1-2  hrs
Land of the Lost,Brad Silberling,Will Ferrell,90-180min,52,8000,Adventure,5.4,0,2009,5,USA,2009,$ 49M,$ 100M,102,1-2  hrs
The Expendables 3,Patrick Hughes,Jason Statham,90-180min,385,26000,Action,6.1,56000,2014,6,USA,2014,$ 39M,$ 90M,131,2-3 hrs
Point Break,Ericson Core,Ray Winstone,90-180min,19,1000,Action,5.3,37000,2015,5,USA,2015,$ 29M,$ 105M,114,1-2  hrs
Son of the Mask,Lawrence Guterman,Jamie Kennedy,90-180min,6,490,Comedy,2.2,881,2005,2,USA,2005,$ 17M,$ 84M,94,1-2  hrs
In the Heart of the Sea,Ron Howard,Chris Hemsworth,90-180min,2000,26000,Action,7,27000,2015,7,USA,2015,$ 25M,$ 100M,122,2-3 hrs
The Adventures of Pluto Nash,Ron Underwood,Rosario Dawson,90-180min,31,3000,Action,3.8,416,2002,4,USA,2002,$ 4M,$ 100M,95,1-2  hrs
Green Zone,Paul Greengrass,Matt Damon,90-180min,521,13000,Action,6.9,0,2010,7,Others,2010,$ 35M,$ 100M,115,1-2  hrs
The Peanuts Movie,Steve Martino,Francesca Capaldi,30-90min,20,144,Adventure,7.2,33000,2015,7,USA,2015,$ 130M,$ 99M,88,1-2  hrs
The Spanish Prisoner,David Mamet,Ben Gazzara,90-180min,342,623,Drama,7.3,578,1997,7,USA,1997,$ 10M,$ 10M,110,1-2  hrs
The Mummy Returns,Stephen Sommers,Dwayne Johnson,90-180min,208,12000,Action,6.3,0,2001,6,USA,2001,$ 202M,$ 98M,130,2-3 hrs
Gangs of New York,Martin Scorsese,Leonardo DiCaprio,long,17000,29000,Crime,7.5,0,2002,8,USA,2002,$ 78M,$ 100M,216,>3 hrs
The Flowers of War,Yimou Zhang,Christian Bale,90-180min,611,23000,Drama,7.6,13000,2011,8,Others,2011,$ 0M,$ 94M,146,2-3 hrs
Surf's Up,Ash Brannon,Jeff Bridges,30-90min,9,12000,Animation,6.8,0,2007,7,USA,2007,$ 59M,$ 100M,85,1-2  hrs
The Stepford Wives,Frank Oz,Jon Lovitz,90-180min,0,11000,Comedy,5.2,0,2004,5,USA,2004,$ 59M,$ 90M,93,1-2  hrs
Black Hawk Down,Ridley Scott,Ioan Gruffudd,90-180min,0,2000,Drama,7.7,10000,2001,8,USA,2001,$ 109M,$ 92M,152,2-3 hrs
The Campaign,Jay Roach,Will Ferrell,30-90min,116,8000,Comedy,6.2,18000,2012,6,USA,2012,$ 87M,$ 95M,85,1-2  hrs
The Fifth Element,Luc Besson,Milla Jovovich,90-180min,0,14000,Action,7.7,18000,1997,8,Others,1997,$ 64M,$ 93M,126,2-3 hrs
Sex and the City 2,Michael Patrick King,Chris Noth,90-180min,127,962,Comedy,4.3,0,2010,4,USA,2010,$ 95M,$ 100M,146,2-3 hrs
The Road to El Dorado,Bibo Bergeron,Frank Welker,30-90min,10,2000,Adventure,6.9,0,2000,7,USA,2000,$ 51M,$ 95M,89,1-2  hrs
Ice Age: Continental Drift,Steve Martino,Peter Dinklage,30-90min,20,22000,Adventure,6.6,14000,2012,7,USA,2012,$ 161M,$ 95M,88,1-2  hrs
Cinderella,Kenneth Branagh,Hayley Atwell,90-180min,0,2000,Drama,7,56000,2015,7,USA,2015,$ 201M,$ 95M,105,1-2  hrs
The Lovely Bones,Peter Jackson,Michael Imperioli,90-180min,0,873,Drama,6.7,16000,2009,7,USA,2009,$ 44M,$ 65M,135,2-3 hrs
Finding Nemo,Andrew Stanton,Alexander Gould,90-180min,475,1000,Adventure,8.2,11000,2003,8,USA,2003,$ 381M,$ 94M,100,1-2  hrs
The Lord of the Rings: The Return of the King,Peter Jackson,Orlando Bloom,long,0,5000,Action,8.9,16000,2003,9,USA,2003,$ 377M,$ 94M,192,>3 hrs
The Lord of the Rings: The Two Towers,Peter Jackson,Christopher Lee,90-180min,0,16000,Action,8.7,10000,2002,9,USA,2002,$ 340M,$ 94M,172,2-3 hrs
Seventh Son,Sergey Bodrov,Jeff Bridges,90-180min,44,12000,Action,5.5,16000,2014,6,USA,2014,$ 17M,$ 95M,102,1-2  hrs
Lara Croft: Tomb Raider,Simon West,Angelina Jolie Pitt,90-180min,165,11000,Action,5.7,0,2001,6,USA,2001,$ 131M,$ 115M,100,1-2  hrs
Transcendence,Wally Pfister,Johnny Depp,90-180min,0,40000,Drama,6.3,37000,2014,6,UK,2014,$ 23M,$ 100M,119,1-2  hrs
Jurassic Park III,Joe Johnston,Michael Jeter,90-180min,394,693,Action,5.9,0,2001,6,USA,2001,$ 181M,$ 93M,92,1-2  hrs
Rise of the Planet of the Apes,Rupert Wyatt,James Franco,90-180min,81,11000,Action,7.6,47000,2011,8,USA,2011,$ 177M,$ 93M,105,1-2  hrs
The Spiderwick Chronicles,Mark Waters,Martin Short,90-180min,70,770,Adventure,6.6,0,2008,7,USA,2008,$ 71M,$ 90M,107,1-2  hrs
A Good Day to Die Hard,John Moore,Bruce Willis,90-180min,212,13000,Action,5.3,66000,2013,5,USA,2013,$ 67M,$ 92M,101,1-2  hrs
The Alamo,John Lee Hancock,Dennis Quaid,90-180min,102,2000,Drama,6,701,2004,6,USA,2004,$ 22M,$ 107M,137,2-3 hrs
The Incredibles,Brad Bird,Holly Hunter,90-180min,663,1000,Action,8,0,2004,8,USA,2004,$ 261M,$ 92M,115,1-2  hrs
Cutthroat Island,Renny Harlin,Christopher Masterson,90-180min,212,1000,Action,5.6,1000,1995,6,USA,1995,$ 11M,$ 98M,124,2-3 hrs
