movie_title,genres,title_year,imdb_score,imdb_rating,country,budget,gross,director_name,
The Stepford Wives ,Comedy,2004,5.2,5,USA,90000000,59475623,Frank Oz,
Black Hawk Down ,Drama,2001,7.7,8,USA,92000000,108638745,Ridley Scott,
The Campaign ,Comedy,2012,6.2,6,USA,95000000,86897182,Jay Roach,
The Fifth Element ,Action,1997,7.7,8,France,93000000,63540020,Luc Besson,
Sex and the City 2 ,Comedy,2010,4.3,4,USA,100000000,95328937,Michael Patrick King,
The Road to El Dorado ,Adventure,2000,6.9,7,USA,95000000,50802661,Bibo Bergeron,
Ice Age: Continental Drift ,Adventure,2012,6.6,7,USA,95000000,161317423,Steve Martino,
Cinderella ,Drama,2015,7,7,USA,95000000,201148159,Kenneth Branagh,
The Lovely Bones ,Drama,2009,6.7,7,USA,65000000,43982842,Peter Jackson,
Finding Nemo ,Adventure,2003,8.2,8,USA,94000000,380838870,Andrew Stanton,
The Lord of the Rings: The Return of the King ,Action,2003,8.9,9,USA,94000000,377019252,Peter Jackson,
The Lord of the Rings: The Two Towers ,Action,2002,8.7,9,USA,94000000,340478898,Peter Jackson,
Seventh Son ,Action,2014,5.5,6,USA,95000000,17176900,Sergey Bodrov,
Lara Croft: Tomb Raider ,Action,2001,5.7,6,USA,115000000,131144183,Simon West,
Transcendence ,Drama,2014,6.3,6,UK,100000000,23014504,Wally Pfister,
Jurassic Park III ,Action,2001,5.9,6,USA,93000000,181166115,Joe Johnston,
Rise of the Planet of the Apes ,Action,2011,7.6,8,USA,93000000,176740650,Rupert Wyatt,
The Spiderwick Chronicles ,Adventure,2008,6.6,7,USA,90000000,71148699,Mark Waters,
A Good Day to Die Hard ,Action,2013,5.3,5,USA,92000000,67344392,John Moore,
The Alamo ,Drama,2004,6,6,USA,107000000,22406362,John Lee Hancock,
The Incredibles ,Action,2004,8,8,USA,92000000,261437578,Brad Bird,
Cutthroat Island ,Action,1995,5.6,6,USA,98000000,11000000,Renny Harlin,
Percy Jackson & the Olympians: The Lightning Thief ,Adventure,2010,5.9,6,UK,95000000,88761720,Chris Columbus,
Men in Black ,Adventure,1997,7.3,7,USA,90000000,250147615,Barry Sonnenfeld,
Toy Story 2 ,Adventure,1999,7.9,8,USA,90000000,245823397,John Lasseter,
Unstoppable ,Action,2010,6.8,7,USA,100000000,81557479,Tony Scott,
Rush Hour 2 ,Action,2001,6.6,7,USA,90000000,226138454,Brett Ratner,
What Lies Beneath ,Drama,2000,6.6,7,USA,100000000,155370362,Robert Zemeckis,
Cloudy with a Chance of Meatballs ,Animation,2009,7,7,USA,100000000,124870275,Phil Lord,
Ice Age: Dawn of the Dinosaurs ,Action,2009,7,7,USA,90000000,196573705,Carlos Saldanha,
The Secret Life of Walter Mitty ,Adventure,2013,7.3,7,USA,90000000,58229120,Ben Stiller,
Charlie's Angels ,Action,2000,5.5,6,USA,92000000,125305545,McG,
The Departed ,Crime,2006,8.5,9,USA,90000000,132373442,Martin Scorsese,
Mulan ,Adventure,1998,7.5,8,USA,90000000,120618403,Tony Bancroft,
Tropic Thunder ,Action,2008,7,7,USA,92000000,110416702,Ben Stiller,
The Girl with the Dragon Tattoo ,Crime,2011,7.8,8,USA,90000000,102515793,David Fincher,
Die Hard with a Vengeance ,Action,1995,7.6,8,USA,90000000,100012500,John McTiernan,
Sherlock Holmes ,Action,2009,7.6,8,USA,90000000,209019489,Guy Ritchie,
Atlantis: The Lost Empire ,Action,2001,6.8,7,USA,120000000,84037039,Gary Trousdale,
Alvin and the Chipmunks: The Road Chip ,Adventure,2015,5,5,USA,90000000,85884815,Walt Becker,
Valkyrie ,Drama,2008,7.1,7,USA,75000000,83077470,Bryan Singer,
You Don't Mess with the Zohan ,Action,2008,5.5,6,USA,90000000,100018837,Dennis Dugan,
Pixels ,Action,2015,5.6,6,USA,88000000,78747585,Chris Columbus,
A.I. Artificial Intelligence ,Adventure,2001,7.1,7,USA,100000000,78616689,Steven Spielberg,
The Haunted Mansion ,Comedy,2003,4.9,5,USA,90000000,75817994,Rob Minkoff,
Contact ,Drama,1997,7.4,7,USA,90000000,100853835,Robert Zemeckis,
Hollow Man ,Action,2000,5.7,6,USA,95000000,73209340,Paul Verhoeven,
The Interpreter ,Crime,2005,6.4,6,UK,80000000,72515360,Sydney Pollack,
Percy Jackson: Sea of Monsters ,Adventure,2013,5.9,6,USA,90000000,68558662,Thor Freudenthal,
Lara Croft Tomb Raider: The Cradle of Life ,Action,2003,5.5,6,USA,95000000,65653758,Jan de Bont,
Now You See Me 2 ,Action,2016,6.9,7,USA,90000000,64685359,Jon M. Chu,
The Saint ,Action,1997,6.2,6,USA,68000000,61355436,Phillip Noyce,
Spy Game ,Action,2001,7,7,Germany,92000000,26871,Tony Scott,
Mission to Mars ,Adventure,2000,5.6,6,USA,90000000,60874615,Brian De Palma,
Rio ,Adventure,2011,7,7,USA,90000000,143618384,Carlos Saldanha,
Bicentennial Man ,Comedy,1999,6.8,7,USA,100000000,58220776,Chris Columbus,
Volcano ,Action,1997,5.4,5,USA,90000000,47474112,Mick Jackson,
The Devil's Own ,Action,1997,6.1,6,USA,86000000,42877165,Alan J. Pakula,
K-19: The Widowmaker ,Drama,2002,6.7,7,UK,100000000,35168677,Kathryn Bigelow,
Fantastic Four ,Action,2015,4.3,4,USA,120000000,56114221,Josh Trank,
Conan the Barbarian ,Adventure,1982,6.9,7,USA,20000000,37567440,John Milius,
Cinderella Man ,Biography,2005,8,8,USA,88000000,61644321,Ron Howard,
The Nutcracker in 3D ,Action,2010,4.4,4,UK,90000000,190562,Andrey Konchalovskiy,
Seabiscuit ,Drama,2003,7.3,7,USA,87000000,120147445,Gary Ross,
Twister ,Action,1996,6.3,6,USA,92000000,241688385,Jan de Bont,
The Fast and the Furious ,Action,2001,6.7,7,USA,38000000,144512310,Rob Cohen,
Cast Away ,Adventure,2000,7.7,8,USA,90000000,233630478,Robert Zemeckis,
Happy Feet ,Animation,2006,6.5,7,USA,100000000,197992827,George Miller,
The Bourne Supremacy ,Action,2004,7.8,8,USA,75000000,176049130,Paul Greengrass,
Air Force One ,Action,1997,6.4,6,USA,85000000,172620724,Wolfgang Petersen,
Ocean's Eleven ,Crime,2001,7.8,8,USA,85000000,183405771,Steven Soderbergh,
The Three Musketeers ,Action,2011,5.8,6,Germany,75000000,20315324,Paul W.S. Anderson,
Hotel Transylvania ,Animation,2012,7.1,7,USA,85000000,148313048,Genndy Tartakovsky,
Enchanted ,Animation,2007,7.1,7,USA,85000000,127706877,Kevin Lima,
Safe House ,Action,2012,6.8,7,USA,85000000,126149655,Daniel Espinosa,
102 Dalmatians ,Adventure,2000,4.8,5,USA,85000000,66941559,Kevin Lima,
Tower Heist ,Action,2011,6.2,6,USA,75000000,78009155,Brett Ratner,
The Holiday ,Comedy,2006,6.9,7,USA,85000000,63224849,Nancy Meyers,
Enemy of the State ,Action,1998,7.3,7,USA,90000000,111544445,Tony Scott,
It's Complicated ,Comedy,2009,6.6,7,USA,85000000,112703470,Nancy Meyers,
Ocean's Thirteen ,Crime,2007,6.9,7,USA,85000000,117144465,Steven Soderbergh,
Open Season ,Adventure,2006,6.2,6,USA,85000000,84303558,Roger Allers,
Divergent ,Adventure,2014,6.7,7,USA,85000000,150832203,Neil Burger,
Enemy at the Gates ,Drama,2001,7.6,8,USA,68000000,51396781,Jean-Jacques Annaud,
The Rundown ,Action,2003,6.7,7,USA,85000000,47592825,Peter Berg,
Last Action Hero ,Action,1993,6.2,6,USA,70000000,50016394,John McTiernan,
Memoirs of a Geisha ,Drama,2005,7.3,7,USA,85000000,57010853,Rob Marshall,
The Fast and the Furious: Tokyo Drift ,Action,2006,6,6,USA,85000000,62494975,Justin Lin,
Arthur Christmas ,Adventure,2011,7.1,7,UK,100000000,46440491,Sarah Smith,
Meet Joe Black ,Drama,1998,7.1,7,USA,90000000,44606335,Martin Brest,
Collateral Damage ,Action,2002,5.5,6,USA,85000000,40048332,Andrew Davis,
Mirror Mirror ,Adventure,2012,5.6,6,USA,85000000,64933670,Tarsem Singh,
Scott Pilgrim vs. the World ,Action,2010,7.5,8,USA,60000000,31494270,Edgar Wright,
The Core ,Action,2003,5.4,5,USA,60000000,31111260,Jon Amiel,
Nutty Professor II: The Klumps ,Comedy,2000,4.3,4,USA,65000000,123307945,Peter Segal,
Scooby-Doo ,Adventure,2002,4.9,5,USA,84000000,153288182,Raja Gosnell,
Dredd ,Action,2012,7.1,7,UK,35000000,13401683,Pete Travis,
Click ,Comedy,2006,6.4,6,USA,70000000,137340146,Frank Coraci,
Cats & Dogs: The Revenge of Kitty Galore ,Action,2010,4.3,4,USA,85000000,43575716,Brad Peyton,
Jumper ,Action,2008,6.1,6,USA,85000000,80170146,Doug Liman,
Hellboy II: The Golden Army ,Action,2008,7,7,USA,85000000,75754670,Guillermo del Toro,
Zodiac ,Crime,2007,7.7,8,USA,65000000,33048353,David Fincher,
The 6th Day ,Action,2000,5.9,6,USA,82000000,34543701,Roger Spottiswoode,
Bruce Almighty ,Comedy,2003,6.7,7,USA,81000000,242589580,Tom Shadyac,
The Expendables ,Action,2010,6.5,7,USA,80000000,102981571,Sylvester Stallone,
Mission: Impossible ,Action,1996,7.1,7,USA,80000000,180965237,Brian De Palma,
The Hunger Games ,Adventure,2012,7.3,7,USA,78000000,407999255,Gary Ross,
The Hangover Part II ,Comedy,2011,6.5,7,USA,80000000,254455986,Todd Phillips,
Batman Returns ,Action,1992,7,7,USA,80000000,162831698,Tim Burton,
Over the Hedge ,Adventure,2006,6.8,7,USA,80000000,155019340,Tim Johnson,
Lilo & Stitch ,Adventure,2002,7.2,7,USA,80000000,145771527,Dean DeBlois,
Deep Impact ,Action,1998,6.1,6,USA,75000000,140459099,Mimi Leder,
RED 2 ,Action,2013,6.7,7,USA,84000000,53215979,Dean Parisot,
The Longest Yard ,Comedy,2005,6.4,6,USA,82000000,158115031,Peter Segal,
Alvin and the Chipmunks: Chipwrecked ,Adventure,2011,4.4,4,USA,75000000,133103929,Mike Mitchell,
Grown Ups 2 ,Comedy,2013,5.4,5,USA,80000000,133668525,Dennis Dugan,
Get Smart ,Action,2008,6.5,7,USA,80000000,130313314,Peter Segal,
Something's Gotta Give ,Comedy,2003,6.7,7,USA,80000000,124590960,Nancy Meyers,
Shutter Island ,Mystery,2010,8.1,8,USA,80000000,127968405,Martin Scorsese,0
Four Christmases ,Comedy,2008,5.6,6,Germany,80000000,120136047,Seth Gordon,
Robots ,Adventure,2005,6.3,6,USA,75000000,128200012,Chris Wedge,
Face/Off ,Action,1997,7.3,7,USA,80000000,112225777,John Woo,
Bedtime Stories ,Comedy,2008,6.1,6,USA,80000000,109993847,Adam Shankman,
Road to Perdition ,Crime,2002,7.7,8,USA,80000000,104054514,Sam Mendes,
Just Go with It ,Comedy,2011,6.4,6,USA,80000000,103028109,Dennis Dugan,
Con Air ,Action,1997,6.8,7,USA,75000000,101087161,Simon West,
Eagle Eye ,Action,2008,6.6,7,USA,80000000,101111837,D.J. Caruso,
Cold Mountain ,Adventure,2003,7.2,7,USA,79000000,95632614,Anthony Minghella,
The Book of Eli ,Action,2010,6.9,7,USA,80000000,94822707,Albert Hughes,
Flubber ,Comedy,1997,5.2,5,USA,80000000,92969824,Les Mayfield,
The Haunting ,Fantasy,1999,4.9,5,USA,80000000,91188905,Jan de Bont,0
Space Jam ,Adventure,1996,6.3,6,USA,80000000,90443603,Joe Pytka,
The Pink Panther ,Adventure,2006,5.6,6,USA,65000000,82226474,Shawn Levy,
The Day the Earth Stood Still ,Drama,2008,5.5,6,USA,80000000,79363785,Scott Derrickson,
Conspiracy Theory ,Action,1997,6.7,7,USA,75000000,76081498,Richard Donner,
Fury ,Action,2014,7.6,8,USA,68000000,85707116,David Ayer,
Six Days Seven Nights ,Action,1998,5.7,6,USA,70000000,74329966,Ivan Reitman,
Yogi Bear ,Adventure,2010,4.6,5,USA,80000000,100169068,Eric Brevig,
Spirit: Stallion of the Cimarron ,Adventure,2002,7,7,USA,80000000,73215310,Kelly Asbury,
Zookeeper ,Comedy,2011,5.2,5,USA,80000000,80360866,Frank Coraci,
Lost in Space ,Action,1998,5.1,5,USA,80000000,69102910,Stephen Hopkins,
The Manchurian Candidate ,Drama,2004,6.6,7,USA,80000000,65948711,Jonathan Demme,
Hotel Transylvania 2 ,Animation,2015,6.7,7,USA,80000000,169692572,Genndy Tartakovsky,
Fantasia 2000 ,Animation,1999,7.3,7,USA,80000000,60507228,James Algar,
The Time Machine ,Action,2002,5.9,6,USA,80000000,56684819,Simon Wells,
Mighty Joe Young ,Action,1998,5.6,6,USA,90000000,50628009,Ron Underwood,
Swordfish ,Action,2001,6.5,7,USA,80000000,69772969,Dominic Sena,
The Legend of Zorro ,Action,2005,5.9,6,USA,75000000,45356386,Martin Campbell,
What Dreams May Come ,Drama,1998,7,7,USA,85000000,55350897,Vincent Ward,
Little Nicky ,Comedy,2000,5.3,5,USA,80000000,39442871,Steven Brill,
The Brothers Grimm ,Action,2005,5.9,6,USA,88000000,37899638,Terry Gilliam,
Mars Attacks! ,Action,1996,6.3,6,USA,70000000,37754208,Tim Burton,
Surrogates ,Action,2009,6.3,6,USA,80000000,38542418,Jonathan Mostow,
Thirteen Days ,Drama,2000,7.3,7,USA,80000000,34566746,Roger Donaldson,
Daylight ,Action,1996,5.8,6,USA,80000000,32885565,Rob Cohen,
Walking with Dinosaurs 3D ,Adventure,2013,5.2,5,USA,80000000,36073232,Barry Cook,
Battlefield Earth ,Action,2000,2.4,2,USA,44000000,21471685,Roger Christian,
Looney Tunes: Back in Action ,Adventure,2003,5.7,6,Germany,80000000,20950820,Joe Dante,
Nine ,Drama,2009,5.8,6,USA,80000000,19673424,Rob Marshall,
Timeline ,Action,2003,5.6,6,USA,80000000,19480739,Richard Donner,
The Postman ,Action,1997,6,6,USA,80000000,17593391,Kevin Costner,
Babe: Pig in the City ,Adventure,1998,5.8,6,Australia,80000000,18318000,George Miller,
The Last Witch Hunter ,Action,2015,6,6,USA,90000000,27356090,Breck Eisner,
Red Planet ,Action,2000,5.7,6,USA,70000000,17473245,Antony Hoffman,
Arthur and the Invisibles ,Adventure,2006,6,6,France,86000000,15131330,Luc Besson,
Oceans ,Documentary,2009,7.8,8,France,40000000,19406406,Jacques Perrin,0
A Sound of Thunder ,Action,2005,4.2,4,UK,52000000,1891821,Peter Hyams,
Pompeii ,Action,2014,5.6,6,Canada,80000000,23219748,Paul W.S. Anderson,
A Beautiful Mind ,Biography,2001,8.2,8,USA,58000000,170708996,Ron Howard,
The Lion King ,Adventure,1994,8.5,9,USA,45000000,422783777,Roger Allers,
Journey 2: The Mysterious Island ,Action,2012,5.8,6,USA,79000000,103812241,Brad Peyton,
Cloudy with a Chance of Meatballs 2 ,Animation,2013,6.5,7,USA,78000000,119793567,Cody Cameron,
Red Dragon ,Crime,2002,7.2,7,Germany,78000000,92930005,Brett Ratner,
Hidalgo ,Action,2004,6.7,7,USA,100000000,67286731,Joe Johnston,
Jack and Jill ,Comedy,2011,3.4,3,USA,79000000,74158157,Dennis Dugan,
2 Fast 2 Furious ,Action,2003,5.9,6,USA,76000000,127083765,John Singleton,
The Little Prince ,Adventure,2015,7.8,8,France,81200000,1339152,Mark Osborne,
The Invasion ,Sci-Fi,2007,5.9,6,USA,80000000,15071514,Oliver Hirschbiegel,0
The Adventures of Rocky & Bullwinkle ,Adventure,2000,4.1,4,USA,76000000,26000610,Des McAnuff,
The Secret Life of Pets ,Animation,2016,6.8,7,Japan,75000000,323505540,Yarrow Cheney,
The League of Extraordinary Gentlemen ,Action,2003,5.8,6,USA,78000000,66462600,Stephen Norrington,
Despicable Me 2 ,Animation,2013,7.5,8,USA,76000000,368049635,Pierre Coffin,
Independence Day ,Action,1996,6.9,7,USA,75000000,306124059,Roland Emmerich,
The Lost World: Jurassic Park ,Action,1997,6.5,7,USA,73000000,229074524,Steven Spielberg,
Madagascar ,Adventure,2005,6.9,7,USA,75000000,193136719,Eric Darnell,
Children of Men ,Drama,2006,7.9,8,USA,76000000,35286428,Alfonso Cuarón,
X-Men ,Action,2000,7.4,7,USA,75000000,157299717,Bryan Singer,
Wanted ,Action,2008,6.7,7,USA,75000000,134568845,Timur Bekmambetov,
The Rock ,Action,1996,7.4,7,USA,75000000,134006721,Michael Bay,
Ice Age: The Meltdown ,Action,2006,6.9,7,USA,80000000,195329763,Carlos Saldanha,
50 First Dates ,Comedy,2004,6.8,7,USA,75000000,120776832,Peter Segal,
Hairspray ,Comedy,2007,6.7,7,USA,75000000,118823091,Adam Shankman,
Exorcist: The Beginning ,Horror,2004,5.1,5,USA,50000000,41814863,Renny Harlin,
Inspector Gadget ,Action,1999,4.1,4,USA,75000000,97360069,David Kellogg,
Now You See Me ,Crime,2013,7.3,7,USA,75000000,117698894,Louis Leterrier,
Grown Ups ,Comedy,2010,6,6,USA,80000000,162001186,Dennis Dugan,
The Terminal ,Comedy,2004,7.3,7,USA,60000000,77032279,Steven Spielberg,
Hotel for Dogs ,Comedy,2009,5.4,5,USA,35000000,73023275,Thor Freudenthal,
Vertical Limit ,Action,2000,5.9,6,USA,75000000,68473360,Martin Campbell,
Charlie Wilson's War ,Biography,2007,7.1,7,USA,75000000,66636385,Mike Nichols,
Shark Tale ,Adventure,2004,6,6,USA,75000000,160762022,Bibo Bergeron,
Dreamgirls ,Drama,2006,6.5,7,USA,70000000,103338338,Bill Condon,
Be Cool ,Comedy,2005,5.7,6,USA,53000000,55808744,F. Gary Gray,
Munich ,Drama,2005,7.6,8,France,70000000,47379090,Steven Spielberg,
Tears of the Sun ,Action,2003,6.6,7,USA,70000000,43426961,Antoine Fuqua,
Killers ,Action,2010,5.4,5,USA,75000000,47000485,Robert Luketic,
The Man from U.N.C.L.E. ,Action,2015,7.3,7,USA,75000000,45434443,Guy Ritchie,
Spanglish ,Comedy,2004,6.5,7,USA,80000000,42044321,James L. Brooks,
Monster House ,Animation,2006,6.6,7,USA,75000000,73661010,Gil Kenan,
Bandits ,Comedy,2001,6.6,7,USA,80000000,41523271,Barry Levinson,
First Knight ,Action,1995,5.9,6,USA,55000000,37600435,Jerry Zucker,
Anna and the King ,Drama,1999,6.7,7,USA,75000000,39251128,Andy Tennant,
Immortals ,Action,2011,6.1,6,USA,75000000,83503161,Tarsem Singh,
Hostage ,Action,2005,6.6,7,USA,52000000,34636443,Florent-Emilio Siri,
Titan A.E. ,Action,2000,6.6,7,USA,75000000,22751979,Don Bluth,
Hollywood Homicide ,Action,2003,5.3,5,USA,75000000,30013346,Ron Shelton,
Soldier ,Action,1998,6,6,UK,75000000,14567883,Paul W.S. Anderson,
Monkeybone ,Animation,2001,4.7,5,USA,75000000,5409517,Henry Selick,
Flight of the Phoenix ,Action,2004,6.1,6,USA,45000000,21009180,John Moore,
Unbreakable ,Drama,2000,7.2,7,USA,75000000,94999143,M. Night Shyamalan,
Minions ,Action,2015,6.4,6,USA,74000000,336029560,Kyle Balda,
Sucker Punch ,Action,2011,6.1,6,USA,82000000,36381716,Zack Snyder,
Snake Eyes ,Crime,1998,5.9,6,USA,69000000,55585389,Brian De Palma,
Sphere ,Drama,1998,6,6,USA,75000000,36976367,Barry Levinson,
The Angry Birds Movie ,Action,2016,6.3,6,USA,73000000,107225164,Clay Kaytis,
Fool's Gold ,Action,2008,5.6,6,USA,70000000,70224196,Andy Tennant,
Funny People ,Comedy,2009,6.4,6,USA,75000000,51814190,Judd Apatow,
The Kingdom ,Action,2007,7.1,7,USA,70000000,47456450,Peter Berg,
Talladega Nights: The Ballad of Ricky Bobby ,Action,2006,6.6,7,USA,73000000,148213377,Adam McKay,
Dr. Dolittle 2 ,Comedy,2001,4.6,5,USA,72000000,112950721,Steve Carr,
Braveheart ,Biography,1995,8.4,8,USA,72000000,75600000,Mel Gibson,
Jarhead ,Action,2005,7.1,7,Germany,70000000,62647540,Sam Mendes,
The Simpsons Movie ,Adventure,2007,7.4,7,USA,75000000,183132370,David Silverman,
The Majestic ,Drama,2001,6.9,7,USA,72000000,27796042,Frank Darabont,
Driven ,Action,2001,4.5,5,USA,72000000,32616869,Renny Harlin,
Two Brothers ,Adventure,2004,7.1,7,France,59660000,18947630,Jean-Jacques Annaud,
The Village ,Drama,2004,6.5,7,USA,60000000,114195633,M. Night Shyamalan,
Doctor Dolittle ,Comedy,1998,5.3,5,USA,71500000,144156464,Betty Thomas,
Signs ,Drama,2002,6.7,7,USA,72000000,227965690,M. Night Shyamalan,
Shrek 2 ,Adventure,2004,7.2,7,USA,150000000,436471036,Andrew Adamson,
Cars ,Adventure,2006,7.2,7,USA,120000000,244052771,John Lasseter,
Runaway Bride ,Comedy,1999,5.5,6,USA,70000000,152149590,Garry Marshall,
xXx ,Action,2002,5.8,6,USA,70000000,141204016,Rob Cohen,
The SpongeBob Movie: Sponge Out of Water ,Adventure,2015,6,6,USA,74000000,162495848,Paul Tibbitt,
Ransom ,Crime,1996,6.6,7,USA,80000000,136448821,Ron Howard,
Inglourious Basterds ,Adventure,2009,8.3,8,USA,75000000,120523073,Quentin Tarantino,
Hook ,Adventure,1991,6.7,7,USA,70000000,119654900,Steven Spielberg,
Hercules ,Action,2014,6,6,USA,100000000,72660029,Brett Ratner,
Die Hard 2 ,Action,1990,7.1,7,USA,70000000,117541000,Renny Harlin,
S.W.A.T. ,Action,2003,6,6,USA,80000000,116643346,Clark Johnson,
Vanilla Sky ,Fantasy,2001,6.9,7,USA,68000000,100614858,Cameron Crowe,0
Lady in the Water ,Drama,2006,5.6,6,USA,70000000,42272747,M. Night Shyamalan,
AVP: Alien vs. Predator ,Action,2004,5.6,6,USA,60000000,80281096,Paul W.S. Anderson,
Alvin and the Chipmunks: The Squeakquel ,Animation,2009,4.5,5,USA,75000000,219613391,Betty Thomas,
We Were Soldiers ,Action,2002,7.1,7,USA,75000000,78120196,Randall Wallace,
Olympus Has Fallen ,Action,2013,6.5,7,USA,70000000,98895417,Antoine Fuqua,
Star Trek: Insurrection ,Action,1998,6.4,6,USA,58000000,70117571,Jonathan Frakes,
Battle Los Angeles ,Action,2011,5.8,6,USA,70000000,83552429,Jonathan Liebesman,
Big Fish ,Adventure,2003,8,8,USA,70000000,66257002,Tim Burton,
Wolf ,Drama,1994,6.2,6,USA,70000000,65012000,Mike Nichols,
War Horse ,Drama,2011,7.2,7,USA,66000000,79883359,Steven Spielberg,
The Monuments Men ,Drama,2014,6.1,6,USA,70000000,78031620,George Clooney,
The Abyss ,Adventure,1989,7.6,8,USA,69500000,54222000,James Cameron,
Wall Street: Money Never Sleeps ,Drama,2010,6.3,6,USA,70000000,52474616,Oliver Stone,
Dracula Untold ,Action,2014,6.3,6,USA,70000000,55942830,Gary Shore,
The Siege ,Action,1998,6.3,6,USA,70000000,40932372,Edward Zwick,
Stardust ,Adventure,2007,7.7,8,UK,70000000,38345403,Matthew Vaughn,
Seven Years in Tibet ,Adventure,1997,7,7,USA,70000000,37901509,Jean-Jacques Annaud,
The Dilemma ,Comedy,2011,5.3,5,USA,70000000,48430355,Ron Howard,
